,Symbol,currentPrice,averageDailyVolume10Day,marketCap,marketCapLabel,priceRangeLabel
2920,EEX,5.24,39050.0,1042021184.0,small,in
2921,PDM,7.585,640670.0,943634688.0,small,in
2922,VTOL,36.555,148130.0,1051881088.0,small,in
2923,SBR,65.83,24530.0,959755328.0,small,in
2924,DAVA,15.075,724530.0,896275072.0,small,in
2925,GRC,37.915,51600.0,996952192.0,small,in
2926,EFXT,8.19,228830.0,1011661504.0,small,in
2927,BBDC,9.5853,327750.0,1008939136.0,small,in
2928,NGVC,40.035,177420.0,918819264.0,small,in
2929,DQ,23.165,1838160.0,1553368576.0,small,in
2930,VTS,24.4,247600.0,942171840.0,small,in
2931,ECVT,8.805,1488680.0,1033715840.0,small,in
2932,AGRO,9.565,474570.0,956434944.0,small,in
2933,GSL,28.85,304610.0,1027423552.0,small,in
2934,GHLD,19.85,113740.0,1235392512.0,small,in
2935,THR,28.13,126770.0,935128384.0,small,in
2936,WGO,32.6,752130.0,913794240.0,small,in
2937,PRLB,39.69,180260.0,943455104.0,small,in
2938,TROX,5.825,2096170.0,923041088.0,small,in
2939,AOD,9.105,446450.0,959949184.0,small,in
2940,FBRT,10.625,516290.0,873530112.0,small,in
2941,NX,19.83,397710.0,911648576.0,small,in
2942,ECC,7.1653,1781500.0,861147264.0,small,in
2943,HUYA,3.635,4335100.0,812458816.0,small,in
2944,BLND,3.615,1643560.0,934560704.0,small,in
2945,AGL,2.2712,2366440.0,940167744.0,small,in
2946,SBH,10.275,1653000.0,1036685824.0,small,in
2947,NCDL,16.98,166710.0,853778176.0,small,in
2948,NXRT,34.52,148330.0,1772211968.0,small,in
2949,UAN,88.62,18310.0,936677952.0,small,in
2950,UTL,52.385,65100.0,851790528.0,small,in
2951,PRO,16.065,742300.0,768750464.0,small,in
2952,SBSI,30.9425,99590.0,934896640.0,small,in
2953,ORC,7.335,3498150.0,929454528.0,small,in
2954,YSG,9.22,668330.0,850261056.0,small,in
2955,FIGS,6.53,2014670.0,1061458112.0,small,in
2956,CAPL,21.7089,28300.0,827054848.0,small,in
2957,AMRC,19.485,1126100.0,1024981184.0,small,in
2958,HLF,10.6,1747320.0,1079578240.0,small,in
2959,TXO,15.055,162710.0,824777664.0,small,in
2960,FPH,6.465,148220.0,941452800.0,small,in
2961,ODC,60.675,83050.0,888172800.0,small,in
2962,XIFR,9.525,1236240.0,895359488.0,small,in
2963,AMN,20.24,752060.0,773182144.0,small,in
2964,MSIF,16.6,51170.0,782670080.0,small,in
2965,XYF,17.455,292640.0,736765056.0,small,in
2966,NOAH,12.54,81170.0,829705344.0,small,in
2967,VSTS,6.47,1971030.0,852635968.0,small,in
2968,PRSU,31.42,209360.0,887800384.0,small,in
2969,MEG,22.66,280560.0,775339072.0,small,in
2970,CMP,21.39,533570.0,890262464.0,small,in
2971,AC,37.4,3540.0,790550016.0,small,in
2972,BDN,4.31,1935330.0,747638464.0,small,in
2973,CYD,23.94,218820.0,898188096.0,small,in
2974,BH,323.1101,19490.0,994797888.0,small,out
2975,CINT,5.44,217830.0,732109824.0,small,in
2976,WLKP,22.295,34860.0,785644608.0,small,in
2977,GRNT,5.3,586770.0,694898944.0,small,in
2978,SKYH,10.69,115580.0,811175296.0,small,in
2979,RSKD,5.425,450960.0,890003840.0,small,in
2980,GETY,1.96,830670.0,810297344.0,small,in
2981,BH.A,,,,mid/large,almost in
2982,CBL,27.575,117110.0,853051968.0,small,in
2983,RWT,6.13,767460.0,816013376.0,small,in
2984,PLYM,15.815,343410.0,728094144.0,small,in
2985,RC,4.44,2089700.0,760984896.0,small,in
2986,PSFE,13.73,458630.0,814647552.0,small,in
2987,UVE,25.37,303330.0,714031040.0,small,in
2988,MAX,10.51,382550.0,689613696.0,small,in
2989,HIPO,26.97,188230.0,678484288.0,small,in
2990,REX,55.33,94430.0,911224256.0,small,in
2991,KRO,6.29,233620.0,723576448.0,small,in
2992,VTLE,17.87,1095700.0,692785984.0,small,in
2993,AMTB,20.115,202980.0,843876544.0,small,in
2994,TYG,42.72,87130.0,736309120.0,small,in
2995,CPF,28.4,115670.0,766115520.0,small,in
2996,CABO,157.82,220860.0,888174720.0,small,out
2997,KFRC,45.09,153060.0,840026688.0,small,in
2998,HY,43.69,48600.0,773649408.0,small,in
2999,NPKI,8.925,823760.0,754365120.0,small,in
3000,ECO,23.8,75630.0,766219584.0,small,in
3001,AHH,7.055,671680.0,720294336.0,small,in
3002,TK,7.705,658230.0,643835200.0,small,in
3003,HRTG,21.85,360120.0,677203648.0,small,in
3004,CSV,45.88,72800.0,719990272.0,small,in
3005,MCB,76.73,138650.0,799634048.0,small,in
3006,VEL,17.8807,80300.0,652493504.0,small,in
3007,EQBK,39.48,115440.0,691973824.0,small,in
3008,AACT,11.4,311080.0,705200576.0,small,in
3009,BRSP,4.95,638450.0,645786880.0,small,in
3010,SXC,8.745,847320.0,740273920.0,small,in
3011,DLX,17.13,278350.0,766009024.0,small,in
3012,NVRI,9.48,480960.0,763114304.0,small,in
3013,RYI,24.59,250200.0,791702080.0,small,in
3014,WEAV,8.155,880050.0,613107584.0,small,in
3015,PDS,53.0,82370.0,716729600.0,small,in
3016,NPK,106.145,139960.0,758648000.0,small,almost in
3017,SMP,33.22,141650.0,730208832.0,small,in
3018,IIIN,37.47,195230.0,727285248.0,small,in
3019,SMWB,9.19,469960.0,767715072.0,small,in
3020,ETD,30.07,199920.0,764680064.0,small,in
3021,PLOW,29.65,178020.0,688158720.0,small,in
3022,CARS,13.47,794200.0,847083840.0,small,in
3023,OPY,73.07,50800.0,769098304.0,small,in
3024,BZH,25.49,333880.0,772433664.0,small,in
3025,ASIX,22.62,253800.0,606503296.0,small,in
3026,GNE,20.71,202610.0,555974400.0,small,in
3027,KOP,34.235,131060.0,685045760.0,small,in
3028,BBW,55.26,178740.0,729907200.0,small,in
3029,SSTK,20.74,227870.0,731161728.0,small,in
3030,NEXA,5.0012,38590.0,662353984.0,small,in
3031,PUMP,6.11,1491450.0,634890112.0,small,in
3032,TRTX,8.26,580310.0,659622144.0,small,in
3033,KREF,9.0,548890.0,610256768.0,small,in
3034,OXM,46.105,411120.0,688596608.0,small,in
3035,WSR,12.53,214630.0,645866368.0,small,in
3036,OEC,11.57,532790.0,651039232.0,small,in
3037,ASA,33.865,82010.0,640424448.0,small,in
3038,HTB,40.86,50350.0,717027648.0,small,in
3039,RGR,36.2,171790.0,599291008.0,small,in
3040,SITC,11.175,828822.0,587642944.0,small,in
3041,CTEV,43.56,93190.0,715969600.0,small,in
3042,GES,13.54,604410.0,704303424.0,small,in
3043,NUVB,2.54,5591620.0,864268032.0,small,in
3044,CVLG,24.3,104540.0,645308352.0,small,in
3045,RERE,3.605,3942450.0,800483072.0,small,in
3046,OMI,8.235,858740.0,630917056.0,small,in
3047,CTO,17.58,302400.0,578992000.0,small,in
3048,LAC,3.27,13223650.0,715819328.0,small,in
3049,BFLY,2.145,2904640.0,530434880.0,small,in
3050,GNK,16.16,904820.0,694225536.0,small,in
3051,KIND,1.88,3047981.0,719265408.0,small,in
3052,MTUS,17.72,265320.0,744652864.0,small,in
3053,HKD,1.88,219830.0,590844544.0,small,in
3054,YRD,6.36,76080.0,549545344.0,small,in
3055,TWI,9.99,474370.0,636404928.0,small,in
3056,HOV,124.73,198690.0,632238912.0,small,out
3057,CCO,1.195,1569610.0,593574464.0,small,in
3058,NAT,2.78,1538280.0,588667776.0,small,in
3059,INN,5.71,985220.0,640781888.0,small,in
3060,NGL,4.33,561720.0,571616256.0,small,in
3061,AVNS,12.09,476450.0,559089984.0,small,in
3062,UHT,41.725,59080.0,577953792.0,small,in
3063,LXU,8.6,366780.0,618150848.0,small,in
3064,GDOT,10.605,777640.0,582116928.0,small,in
3065,NPWR,2.89,1997970.0,224630464.0,small,in
3066,CLB,12.73,316350.0,596819264.0,small,in
3067,BXC,80.31,159440.0,644264448.0,small,in
3068,TEN,20.07,304810.0,604660928.0,small,in
3069,USNA,35.22,115830.0,655905600.0,small,in
3070,SMBK,36.1,63270.0,614331712.0,small,in
3071,OLP,23.37,59490.0,504658816.0,small,in
3072,DNA,13.88,1615530.0,812422784.0,small,in
3073,MYE,15.33,172370.0,573070656.0,small,in
3074,MCS,18.05,206260.0,564921664.0,small,in
3075,MSC,5.0,3280.0,962940032.0,small,in
3076,VLRS,5.42,896540.0,622758016.0,small,in
3077,FPI,11.305,425820.0,533521408.0,small,in
3078,HZO,27.24,243150.0,584935424.0,small,in
3079,PBT,12.795,113230.0,596359616.0,small,in
3080,NOA,15.73,74750.0,462949632.0,small,in
3081,ASPN,8.07,1810950.0,663147392.0,small,in
3082,AXL,4.91,3064060.0,582630400.0,small,in
3083,BORR,2.165,3538150.0,576377088.0,small,in
3084,BHK.RT,,,,mid/large,almost in
3085,MLR,42.96,58640.0,492291520.0,small,in
3086,CURV,2.835,558340.0,280781792.0,small,in
3087,ZIP,4.705,837820.0,437108128.0,small,in
3088,CANG,5.12,1112590.0,531660800.0,small,in
3089,GHM,54.6,97410.0,599284096.0,small,in
3090,AGS,12.49,613684.0,518403680.0,small,in
3091,IVR,7.565,2042280.0,498855008.0,small,in
3092,CRD.A,,,,mid/large,almost in
3093,EHAB,6.895,859330.0,349144864.0,small,in
3094,MUX,11.64,689590.0,628416832.0,small,in
3095,EVTL,6.625,4366900.0,640489728.0,small,in
3096,GCI,3.7882,1553270.0,554728832.0,small,in
3097,WDH,1.82,576630.0,658224896.0,small,in
3098,CPAC,6.26,4740.0,530683360.0,small,in
3099,ZKH,3.1,57740.0,491393376.0,small,in
3100,MAGN,13.74,696500.0,489144000.0,small,in
3101,CRD.B,,,,mid/large,almost in
3102,NBR,34.4601,434970.0,541009728.0,small,in
3103,QD,3.4,282210.0,561428416.0,small,in
3104,FTK,12.61,447080.0,376463968.0,small,in
3105,EBF,18.17,169500.0,467953824.0,small,in
3106,CION,10.165,269540.0,534594624.0,small,in
3107,PKST,14.105,125190.0,518680320.0,small,in
3108,CODI,6.975,1046690.0,524771104.0,small,in
3109,TTI,3.685,1206520.0,490373984.0,small,in
3110,LDI,2.0,2079680.0,659822016.0,small,in
3111,AMPX,7.955,13939420.0,958943424.0,small,in
3112,NLOP,33.48,54650.0,495976064.0,small,in
3113,EQV,10.44,31120.0,465336896.0,small,in
3114,KODK,7.135,1895460.0,576358912.0,small,in
3115,DDL,2.365,354220.0,512661056.0,small,in
3116,GNTY,45.89,58660.0,520644992.0,small,in
3117,AUNA,6.31,33150.0,467022016.0,small,in
3118,CLW,29.685,122960.0,482547488.0,small,in
3119,NPB,14.9,124910.0,512034016.0,small,in
3120,PSTL,14.68,146260.0,449086176.0,small,in
3121,AAM,10.44,65780.0,459088544.0,small,in
3122,HOUS,4.71,1098260.0,526601568.0,small,in
3123,PSBD,13.965,51810.0,452091744.0,small,in
3124,CHCT,16.56,206120.0,469273952.0,small,in
3125,PNNT,7.395,493080.0,482864672.0,small,in
3126,VHI,17.53,10500.0,496007872.0,small,in
3127,CAL,15.75,719840.0,532298016.0,small,in
3128,GMRE,7.205,664890.0,979858304.0,small,in
3129,TRC,19.2366,87190.0,517102912.0,small,in
3130,SNDA,24.925,20020.0,470220096.0,small,in
3131,BOC,13.905,158820.0,437359520.0,small,in
3132,IPI,36.555,141320.0,486795616.0,small,in
3133,WNC,10.885,1202790.0,455756064.0,small,in
3134,CYH,3.865,2042050.0,542282688.0,small,in
3135,GBLI,31.3067,1540.0,446893760.0,small,in
3136,CMTG,3.35,662520.0,468303200.0,small,in
3137,GTN.A,,,,mid/large,almost in
3138,XPOF,10.85,644090.0,527201504.0,small,in
3139,DIN,25.775,337390.0,402754976.0,small,in
3140,SD,10.39,272290.0,381177952.0,small,in
3141,SGU,11.8472,31940.0,409510336.0,small,in
3142,MTW,13.23,259610.0,468917504.0,small,in
3143,ASC,10.425,527910.0,423504160.0,small,in
3144,TGE,5.75,63950.0,278651328.0,small,in
3145,NUS,9.78,444350.0,483259136.0,small,in
3146,CPS,23.56,145650.0,413433216.0,small,in
3147,SB,4.295,466880.0,439421472.0,small,in
3148,SCM,14.93,207140.0,424252384.0,small,in
3149,HPP,2.595,6222540.0,997061312.0,small,in
3150,EGY,3.795,1010910.0,398774816.0,small,in
3151,JMIA,4.835,3302300.0,592108608.0,small,in
3152,SLQT,2.195,1059080.0,379122560.0,small,in
3153,GPRK,6.96,417530.0,357171904.0,small,in
3154,CLCO,6.79,38790.0,359185568.0,small,in
3155,SOUL,10.06,46120.0,341570208.0,small,in
3156,KFS,14.54,64010.0,413373664.0,small,in
3157,TRAK,18.34,46750.0,335189184.0,small,in
3158,LND,3.799,30100.0,378439296.0,small,in
3159,BNED,9.19,624710.0,312954400.0,small,in
3160,GTN,5.29,1758210.0,601055104.0,small,in
3161,BYON,11.25,3643770.0,648894400.0,small,in
3162,SAR,25.415,138920.0,398204768.0,small,in
3163,TBN,19.51,11320.0,326154528.0,small,in
3164,SPMC,18.0,22440.0,364195808.0,small,in
3165,XPER,7.76,240260.0,354531904.0,small,in
3166,SES,1.2,8376170.0,440223616.0,small,in
3167,ADCT,3.19,659390.0,358112608.0,small,in
3168,CLDT,7.3,195380.0,373827168.0,small,in
3169,BGS,4.675,3079630.0,373055232.0,small,in
3170,MATV,7.84,596010.0,428321952.0,small,in
3171,VPG,28.305,108560.0,375247872.0,small,in
3172,BKSY,20.29,3314010.0,707179584.0,small,in
3173,NREF,14.46,43580.0,328998272.0,small,in
3174,EBS,7.655,1037030.0,415496576.0,small,in
3175,SPIR,11.48,624540.0,356760512.0,small,in
3176,MLP,17.998,12330.0,355311104.0,small,in
3177,CHPT,0.6646,17957050.0,310447296.0,small,out
3178,OOMA,12.34,176280.0,340099040.0,small,in
3179,MSB,27.7153,39280.0,363624736.0,small,in
3180,NL,6.66,32100.0,325325664.0,small,in
3181,UIS,4.455,490290.0,316603936.0,small,in
3182,BRCC,1.975,1282010.0,161146576.0,small,in
3183,JELD,5.075,1513530.0,432892416.0,small,in
3184,MOV,17.08,117550.0,379806240.0,small,in
3185,TCI,41.55,2410.0,358963744.0,small,in
3186,FVR,12.745,149060.0,243249792.0,small,in
3187,ORN,8.705,262210.0,344317568.0,small,in
3188,GFR,4.56,42480.0,320248800.0,small,in
3189,ACCO,4.0,525840.0,360396416.0,small,in
3190,EIC,12.85,307760.0,326514656.0,small,in
3191,ZH,4.715,242570.0,421321536.0,small,in
3192,WOW,3.89,298270.0,332501280.0,small,in
3193,LZM,4.87,102250.0,385312448.0,small,in
3194,HYAC,11.13,757740.0,328864800.0,small,in
3195,LAR,2.901,1574010.0,469671904.0,small,in
3196,HVT.A,,,,mid/large,almost in
3197,HVT,22.2125,89900.0,358269856.0,small,in
3198,MEI,6.765,812020.0,238174000.0,small,in
3199,NGS,24.5,48810.0,306982560.0,small,in
3200,SMC,25.28,74860.0,309455008.0,small,in
3201,BRT,15.85,29900.0,299609376.0,small,in
3202,OIS,5.635,687900.0,348630688.0,small,in
3203,AMBC,8.795,1189370.0,408328992.0,small,in
3204,LXFR,12.14,125880.0,330653536.0,small,in
3205,AII,17.58,102620.0,344075744.0,small,in
3206,NRDY,1.695,366320.0,312157984.0,small,in
3207,ONIT,38.52,35660.0,308488192.0,small,in
3208,EAF,1.415,2719690.0,365283680.0,small,in
3209,CLBR,17.24,2409197.0,366349984.0,small,in
3210,PACK,3.925,251390.0,330614944.0,small,in
3211,JACS,10.37,68060.0,306848288.0,small,in
3212,SJT,5.7602,167670.0,268476000.0,small,in
3213,HSHP,7.2,132030.0,335160000.0,small,in
3214,RAC,10.29,53390.0,302628896.0,small,in
3215,CVEO,24.69,50800.0,332161984.0,small,in
3216,MEC,15.69,81620.0,321033088.0,small,in
3217,TG,9.0557,59730.0,315167360.0,small,in
3218,ODV,2.465,1020250.0,336852096.0,small,in
3219,JENA,,15900.0,292647520.0,small,almost in
3220,TPVG,7.215,264230.0,290279648.0,small,in
3221,BWMX,10.0048,40120.0,373344128.0,small,in
3222,FC,20.73,129460.0,262064512.0,small,in
3223,MPX,8.8,21030.0,307607520.0,small,in
3224,HFRO,5.24,254100.0,289912416.0,small,in
3225,RM,33.21,41180.0,329463776.0,small,in
3226,RNGR,12.4696,202110.0,280542304.0,small,in
3227,WTI,1.77,1360210.0,261344032.0,small,in
3228,OCFT,7.445,59100.0,290350528.0,small,in
3229,NMG,2.175,291030.0,334049536.0,small,in
3230,ACRE,4.58,399130.0,251924720.0,small,in
3231,GHI,11.125,41660.0,260296080.0,small,in
3232,PKE,19.32,218630.0,383614048.0,small,in
3233,CBAN,17.8,46100.0,310492512.0,small,in
3234,QUAD,5.735,151660.0,290262688.0,small,in
3235,SBXD,10.726,30160.0,273030336.0,small,in
3236,NC,40.537,6400.0,301681600.0,small,in
3237,RYAM,4.415,530900.0,294809408.0,small,in
3238,RMAX,8.66,213670.0,281402368.0,small,in
3239,LAW,4.11,106540.0,249917184.0,small,in
3240,DOUG,2.785,488800.0,247134784.0,small,in
3241,COOK,2.01,282510.0,272736896.0,small,in
3242,HLLY,2.515,843990.0,302255232.0,small,in
3243,LANV,2.4,55040.0,302330400.0,small,in
3244,CMDB,9.58,108510.0,231871440.0,small,in
3245,FOA,24.895,75150.0,275321280.0,small,in
3246,HBB,17.87,25460.0,244668896.0,small,in
3247,MG,8.32,115210.0,260663920.0,small,in
3248,DDD,1.9148,2933880.0,261203600.0,small,in
3249,FET,19.77,90040.0,244546992.0,small,in
3250,EB,2.49,976370.0,238763872.0,small,in
3251,ONTF,5.315,159640.0,225755696.0,small,in
3252,KNOP,7.1,81190.0,248058384.0,small,in
3253,PINE,14.54,110440.0,225233328.0,small,in
3254,GCO,25.31,191940.0,272811424.0,small,in
3255,CCRD,27.815,55900.0,216586512.0,small,in
3256,COPL,10.0861,77510.0,233720144.0,small,in
3257,VLN,2.9,317990.0,305230816.0,small,in
3258,ARL,12.89,4080.0,208199280.0,small,in
3259,MITT,7.782,140870.0,230940976.0,small,in
3260,AOMR,9.62,68400.0,226071920.0,small,in
3261,MBI,5.085,210740.0,256138064.0,small,in
3262,CIO,5.56,136880.0,224391584.0,small,in
3263,TE,1.59,1546450.0,247941424.0,small,in
3264,EARN,6.025,258520.0,226294176.0,small,in
3265,JILL,16.565,80680.0,253162896.0,small,in
3266,ZVIA,3.37,766150.0,217466096.0,small,in
3267,WOLF,1.715,52686580.0,266900320.0,small,in
3268,ALTG,7.85,234540.0,260550128.0,small,in
3269,GHG,2.48,26420.0,251779520.0,small,in
3270,EVC,2.45,206440.0,222891952.0,small,in
3271,FRGE,17.96,80960.0,242068464.0,small,in
3272,PERF,2.54,214340.0,258696464.0,small,in
3273,BHR,2.485,188020.0,191159872.0,small,in
3274,TBI,7.66,203820.0,228758240.0,small,in
3275,BKKT,24.8699,720790.0,173460832.0,small,in
3276,CIA,4.09,148540.0,205113504.0,small,in
3277,DSX,1.655,276260.0,191604304.0,small,in
3278,FF,4.205,171830.0,184192448.0,small,in
3279,MDV,14.67,46170.0,148445728.0,small,in
3280,SMRT,1.065,1255950.0,200410656.0,small,in
3281,SRI,8.07,325780.0,224719632.0,small,in
3282,CLPR,3.95,91320.0,167732400.0,small,in
3283,CBNA,26.7,11270.0,175200592.0,small,in
3284,SRG,3.32,84520.0,186997664.0,small,in
3285,PHX,4.35,511627.0,164962432.0,small,in
3286,SMHI,5.625,84530.0,151044192.0,small,in
3287,CHGG,1.59,2646930.0,169446304.0,small,in
3288,BARK,1.09,765620.0,184568608.0,small,in
3289,MX,4.22,184950.0,152188384.0,small,in
3290,NRGV,1.175,750240.0,183882800.0,small,in
3291,SKIL,14.48,41240.0,124137472.0,small,in
3292,LFT,2.405,190600.0,125840424.0,small,in
3293,MED,15.28,218920.0,167942480.0,small,in
3294,AKA,11.2,1930.0,120005760.0,small,in
3295,DLNG,3.5692,30250.0,130783696.0,small,in
3296,AMPY,3.845,905010.0,155094224.0,small,in
3297,AVD,3.605,210160.0,101763384.0,small,in
3298,WHG,17.99,21040.0,168740448.0,small,in
3299,SPCE,4.435,5901360.0,184384240.0,small,in
3300,IH,2.955,103880.0,152246320.0,small,in
3301,RPT,2.695,111830.0,122415248.0,small,in
3302,GPMT,2.58,255580.0,124887216.0,small,in
3303,ACR,18.69,30950.0,138197408.0,small,in
3304,CMCM,5.745,80540.0,176318064.0,small,in
3305,TSE,3.15,329890.0,112298448.0,small,in
3306,DHX,2.81,85090.0,136990864.0,small,in
3307,DBI,3.425,1301380.0,167223568.0,small,in
3308,AXR,23.91,6450.0,126422928.0,small,in
3309,TSQ,7.39,113320.0,120837584.0,small,in
3310,AMWL,8.5496,43580.0,135165744.0,small,in
3311,BW,1.065,924440.0,104800264.0,small,in
3312,SST,7.23,98690.0,193153792.0,small,in
3313,WBX,6.33,17090.0,107747992.0,small,in
3314,ONL,2.685,398760.0,150880080.0,small,in
3315,OWLT,8.51,99820.0,140625200.0,small,in
3316,PSQH,2.245,759360.0,102235048.0,small,in
3317,SKLZ,8.845,70220.0,140901744.0,small,in
3318,CHMI,2.675,246660.0,88969432.0,small,in
3319,UFI,4.705,38760.0,86387096.0,small,in
3320,SRL,6.1,6070.0,90416032.0,small,in
3321,SOL,1.9212,186090.0,98599056.0,small,in
3322,TISI,17.38,4720.0,78095112.0,small,in
3323,KUKE,2.63,8090.0,74571816.0,small,in
3324,NOTE,0.7905,2649810.0,125070528.0,small,out
3325,STG,10.095,109380.0,136446048.0,small,in
3326,STEM,14.77,1072200.0,122855976.0,small,in
3327,RFL,2.135,337600.0,74942128.0,small,in
3328,VATE,5.775,17580.0,76710480.0,small,in
3329,GCTS,1.585,251620.0,88397040.0,small,in
3330,AMTD,1.0501,24520.0,1092566016.0,small,in
3331,ANRO,3.045,120160.0,82434544.0,small,in
3332,AP,3.515,63640.0,70632520.0,small,in
3333,CATO,3.1856,31290.0,62874188.0,small,in
3334,NEUE,6.8201,6190.0,60888216.0,small,in
3335,CRT,9.55,17120.0,57300000.0,small,in
3336,PVL,1.8008,47310.0,59426400.0,small,in
3337,ANVS,2.62,304350.0,51053840.0,small,in
3338,BEDU,1.815,1940.0,53953056.0,small,in
3339,RBOT,12.04,35510.0,71423208.0,small,in
3340,CULP,4.47,10520.0,56139176.0,small,in
3341,SQNS,2.305,13776830.0,328960384.0,small,in
3342,PRT,4.0707,26990.0,49522916.0,small,in
3343,NRT,5.19,17720.0,47699164.0,small,in
3344,VOC,3.1806,73310.0,54070200.0,small,in
3345,NTZ,2.755,41840.0,30345224.0,small,in
3346,GROV,1.555,764150.0,62596212.0,small,in
3347,BGSF,6.6094,72750.0,73421840.0,small,in
3348,SRFM,4.975,12898790.0,171163376.0,small,in
3349,KORE,2.738,21220.0,46984352.0,small,in
3350,VHC,20.0001,35080.0,84772024.0,small,in
3351,TLYS,1.64,131470.0,49449116.0,small,in
3352,AHT,6.74,28630.0,40397872.0,small,in
3353,BTCM,3.51,19962320.0,62619804.0,small,in
3354,ZEPP,12.455,1235640.0,178954688.0,small,in
3355,SPRU,1.37,98370.0,24422442.0,small,in
3356,CNF,0.7413,259020.0,50839984.0,small,out
3357,CCM,5.595,25950.0,24291922.0,small,in
3358,BODI,4.62,13000.0,32364116.0,small,in
3359,OPAD,2.295,3876950.0,63595372.0,small,in
3360,NYC,14.35,3970.0,37799048.0,small,in
3361,NINE,0.8,869120.0,33878880.0,small,out
3362,FENG,2.3,3890.0,27624840.0,small,in
3363,LOCL,2.975,17800.0,64585760.0,small,in
3364,LITB,1.36,7930.0,24857808.0,small,in
3365,FEDU,15.3,3450.0,34578920.0,small,in
3366,SOS,7.65,128130.0,51262420.0,small,in
3367,ALUR,3.19,358590.0,23790254.0,small,in
3368,VNCE,1.565,39330.0,20104930.0,small,in
3369,EQS,1.44,5660.0,19564128.0,small,in
3370,MOGU,2.34,12480.0,19225462.0,small,in
3371,ENFY,1.005,500450.0,15849754.0,small,in
3372,XIN,2.05,53300.0,14180895.0,small,in
3373,CRNG,6.005,220.0,105839928.0,small,in
3374,BPT,0.502,263673.0,10742799.0,small,out
3375,GWH,2.34,520390.0,30176872.0,small,in
3376,SUP,0.3249,1348693.0,9576233.0,small,out
3377,MTR,5.3901,4620.0,10044936.0,small,in
3378,MSFT,505.06,16037640.0,3753804300288.0,mid/large,out
3379,NVDA,170.32,169403160.0,4153696321536.0,mid/large,out
3380,AAPL,213.91,45630620.0,3194916962304.0,mid/large,out
3381,AMZN,228.26,37659690.0,2423299506176.0,mid/large,out
3382,GOOG,191.78,23951060.0,2322072338432.0,mid/large,out
3383,GOOGL,190.5093,36203000.0,2315912216576.0,mid/large,out
3384,META,713.98,10863140.0,1795181379584.0,mid/large,out
3385,AVGO,282.035,16366550.0,1326543142912.0,mid/large,out
3386,TSLA,332.8401,83299400.0,1072193208320.0,mid/large,out
3387,NFLX,1177.615,4721960.0,500399243264.0,mid/large,out
3388,COST,941.475,2220520.0,417522483200.0,mid/large,out
3389,PLTR,154.37,58416510.0,364299288576.0,mid/large,out
3390,ASML,714.74,3082830.0,289133756416.0,mid/large,out
3391,TMUS,233.68,4061560.0,265331949568.0,mid/large,out
3392,CSCO,68.495,16476610.0,271220391936.0,mid/large,in
3393,AZN,72.955,3359940.0,226194063360.0,mid/large,in
3394,LIN,470.52,1590770.0,221485056000.0,mid/large,out
3395,INTU,775.54,1316800.0,216334548992.0,mid/large,out
3396,AMD,158.07,53309670.0,256294715392.0,mid/large,out
3397,ISRG,503.46,1933120.0,180449116160.0,mid/large,out
3398,TXN,185.69,5934290.0,168694169600.0,mid/large,out
3399,PEP,145.66,11009500.0,199420215296.0,mid/large,out
3400,BKNG,5757.665,156040.0,187356151808.0,mid/large,out
3401,ADBE,372.44,3235670.0,157989044224.0,mid/large,out
3402,QCOM,159.48,6577610.0,175109029888.0,mid/large,out
3403,AMGN,308.79,1855840.0,166054363136.0,mid/large,out
3404,PDD,118.645,6645970.0,168434368512.0,mid/large,almost in
3405,ARM,159.155,4932030.0,168586526720.0,mid/large,out
3406,HON,238.92,2737270.0,153686966272.0,mid/large,out
3407,SHOP,122.11,8423790.0,157739089920.0,mid/large,out
3408,AMAT,187.1475,6108380.0,150185492480.0,mid/large,out
3409,GILD,113.82,5169080.0,141584105472.0,mid/large,almost in
3410,PANW,199.0,5046170.0,132693196800.0,mid/large,out
3411,CMCSA,35.735,16625920.0,133423775744.0,mid/large,in
3412,MU,109.58,24345020.0,122634264576.0,mid/large,almost in
3413,APP,361.075,4565750.0,122156015616.0,mid/large,out
3414,ADP,304.225,1244180.0,123491926016.0,mid/large,out
3415,SNY,50.23,1621710.0,122269868032.0,mid/large,in
3416,MELI,2395.85,294950.0,121463373824.0,mid/large,out
3417,CRWD,461.39,2782930.0,115000541184.0,mid/large,out
3418,VRTX,477.365,940670.0,122585890816.0,mid/large,out
3419,LRCX,96.76,9663680.0,123767652352.0,mid/large,in
3420,KLAC,894.315,862040.0,118265110528.0,mid/large,out
3421,ADI,227.77,3030000.0,113030406144.0,mid/large,out
3422,SBUX,95.8,7429500.0,108867125248.0,mid/large,in
3423,MSTR,410.785,13604990.0,116479320064.0,mid/large,out
3424,CME,276.54,2075770.0,99653681152.0,mid/large,out
3425,CEG,324.05,2236020.0,101562769408.0,mid/large,out
3426,DASH,241.07,2816840.0,102151970816.0,mid/large,out
3427,INTC,23.445,57233300.0,102267084800.0,mid/large,in
3428,CTAS,220.785,1569100.0,88964874240.0,mid/large,out
3429,MDLZ,69.995,7314070.0,90630930432.0,mid/large,in
3430,TRI,203.07,1865850.0,91478573056.0,mid/large,out
3431,EQIX,797.39,596030.0,77999890432.0,mid/large,out
3432,IBKR,63.1,6811150.0,106664869888.0,mid/large,in
3433,ABNB,139.93,3553910.0,86366609408.0,mid/large,out
3434,NTES,140.575,695350.0,89011806208.0,mid/large,out
